File Name,Moro Cojo Summer 2015 onward,,,,,,,,,,
,,,,,,,,,,,
Date and Time,Seconds     ,Pressure (PSI)                ,Temperature (C)               ,Depth (cm)                    ,,,,,,,
7/2/2015 20:40,1514400,1.376,18.267,94.456,,,,,,,
7/2/2015 21:00,1515600,1.386,18.216,95.165,,,,,,,
7/2/2015 21:20,1516800,1.383,18.267,94.941,,,,,,,
7/2/2015 21:40,1518000,1.395,18.216,95.772,,,,,,,
7/2/2015 22:00,1519200,1.4,18.216,96.137,,,,,,,
7/2/2015 22:20,1520400,1.4,18.166,96.117,,,,,,,
7/2/2015 22:40,1521600,1.414,18.064,97.05,,,,,,,
7/2/2015 23:00,1522800,1.418,17.911,97.357,,,,,,,
7/2/2015 23:20,1524000,1.426,17.809,97.925,,,,,,,
7/2/2015 23:40,1525200,1.437,17.554,98.68,,,,,,,
7/3/2015 0:00,1526400,1.433,17.452,98.399,,,,,,,
7/3/2015 0:20,1527600,1.434,17.349,98.483,,,,,,,
7/3/2015 0:40,1528800,1.432,17.247,98.323,,,,,,,
7/3/2015 1:00,1530000,1.451,17.145,99.622,,,,,,,
7/3/2015 1:20,1531200,1.443,16.991,99.079,,,,,,,
7/3/2015 1:40,1532400,1.441,16.94,98.939,,,,,,,
7/3/2015 2:00,1533600,1.453,16.94,99.79,,,,,,,
7/3/2015 2:20,1534800,1.46,16.889,100.256,,,,,,,
7/3/2015 2:40,1536000,1.456,16.787,99.976,,,,,,,
7/3/2015 3:00,1537200,1.456,16.787,99.976,,,,,,,
7/3/2015 3:20,1538400,1.443,16.735,99.108,,,,,,,
7/3/2015 3:40,1539600,1.44,16.684,98.846,,,,,,,
7/3/2015 4:00,1540800,1.38,16.684,94.717,,,,,,,
7/3/2015 4:20,1542000,1.362,16.684,93.503,,,,,,,
7/3/2015 4:40,1543200,1.335,16.684,91.681,,,,,,,
7/3/2015 5:00,1544400,1.32,16.735,90.607,,,,,,,
7/3/2015 5:20,1545600,1.295,16.787,88.925,,,,,,,
7/3/2015 5:40,1546800,1.288,16.838,88.458,,,,,,,
7/3/2015 6:00,1548000,1.264,16.889,86.776,,,,,,,
7/3/2015 6:20,1549200,1.266,16.94,86.917,,,,,,,
7/3/2015 6:40,1550400,1.248,16.991,85.72,,,,,,,
7/3/2015 7:00,1551600,1.226,17.043,84.16,,,,,,,
7/3/2015 7:20,1552800,1.217,17.094,83.572,,,,,,,
7/3/2015 7:40,1554000,1.212,17.145,83.226,,,,,,,
7/3/2015 8:00,1555200,1.197,17.247,82.17,,,,,,,
7/3/2015 8:20,1556400,1.181,17.349,81.115,,,,,,,
7/3/2015 8:40,1557600,1.178,17.349,80.872,,,,,,,
7/3/2015 9:00,1558800,1.203,17.452,82.61,,,,,,,
7/3/2015 9:20,1560000,1.223,17.605,84.003,,,,,,,
7/3/2015 9:40,1561200,1.213,17.707,83.312,,,,,,,
7/3/2015 10:00,1562400,1.221,17.758,83.817,,,,,,,
7/3/2015 10:20,1563600,1.225,17.86,84.098,,,,,,,
7/3/2015 10:40,1564800,1.239,17.911,85.089,,,,,,,
7/3/2015 11:00,1566000,1.236,17.962,84.865,,,,,,,
7/3/2015 11:20,1567200,1.23,18.115,84.437,,,,,,,
7/3/2015 11:40,1568400,1.237,18.115,84.923,,,,,,,
7/3/2015 12:00,1569600,1.239,18.166,85.063,,,,,,,
7/3/2015 12:20,1570800,1.242,18.166,85.306,,,,,,,
7/3/2015 12:40,1572000,1.244,18.166,85.428,,,,,,,
7/3/2015 13:00,1573200,1.26,18.166,86.521,,,,,,,
7/3/2015 13:20,1574400,1.25,18.216,85.812,,,,,,,
7/3/2015 13:40,1575600,1.259,18.216,86.419,,,,,,,
7/3/2015 14:00,1576800,1.262,18.166,86.643,,,,,,,
7/3/2015 14:20,1578000,1.262,18.166,86.643,,,,,,,
7/3/2015 14:40,1579200,1.276,18.166,87.614,,,,,,,
7/3/2015 15:00,1580400,1.267,18.166,87.007,,,,,,,
7/3/2015 15:20,1581600,1.283,18.166,88.101,,,,,,,
7/3/2015 15:40,1582800,1.283,18.166,88.101,,,,,,,
7/3/2015 16:00,1584000,1.281,18.166,87.979,,,,,,,
7/3/2015 16:20,1585200,1.273,18.166,87.372,,,,,,,
7/3/2015 16:40,1586400,1.29,18.166,88.586,,,,,,,
7/3/2015 17:00,1587600,1.288,18.115,88.446,,,,,,,
7/3/2015 17:20,1588800,1.285,18.166,88.222,,,,,,,
7/3/2015 17:40,1590000,1.296,18.166,88.951,,,,,,,
7/3/2015 18:00,1591200,1.294,18.166,88.829,,,,,,,
7/3/2015 18:20,1592400,1.294,18.166,88.829,,,,,,,
7/3/2015 18:40,1593600,1.297,18.166,89.072,,,,,,,
7/3/2015 19:00,1594800,1.296,18.166,88.951,,,,,,,
7/3/2015 19:20,1596000,1.301,18.166,89.315,,,,,,,
7/3/2015 19:40,1597200,1.319,18.166,90.53,,,,,,,
7/3/2015 20:00,1598400,1.329,18.115,91.239,,,,,,,
7/3/2015 20:20,1599600,1.324,18.166,90.894,,,,,,,
7/3/2015 20:40,1600800,1.334,18.166,91.623,,,,,,,
7/3/2015 21:00,1602000,1.342,18.166,92.109,,,,,,,
7/3/2015 21:20,1603200,1.334,18.115,91.604,,,,,,,
7/3/2015 21:40,1604400,1.354,18.115,92.94,,,,,,,
7/3/2015 22:00,1605600,1.359,18.064,93.285,,,,,,,
7/3/2015 22:20,1606800,1.364,18.064,93.649,,,,,,,
7/3/2015 22:40,1608000,1.367,17.962,93.854,,,,,,,
7/3/2015 23:00,1609200,1.381,17.86,94.787,,,,,,,
7/3/2015 23:20,1610400,1.384,17.758,94.991,,,,,,,
7/3/2015 23:40,1611600,1.376,17.656,94.468,,,,,,,
7/4/2015 0:00,1612800,1.395,17.554,95.765,,,,,,,
7/4/2015 0:20,1614000,1.387,17.452,95.242,,,,,,,
7/4/2015 0:40,1615200,1.397,17.4,95.951,,,,,,,
7/4/2015 1:00,1616400,1.416,17.298,97.249,,,,,,,
7/4/2015 1:20,1617600,1.409,17.196,96.726,,,,,,,
7/4/2015 1:40,1618800,1.41,17.043,96.791,,,,,,,
7/4/2015 2:00,1620000,1.414,16.94,97.118,,,,,,,
7/4/2015 2:20,1621200,1.421,16.838,97.566,,,,,,,
7/4/2015 2:40,1622400,1.412,16.735,96.922,,,,,,,
7/4/2015 3:00,1623600,1.42,16.684,97.51,,,,,,,
7/4/2015 3:20,1624800,1.432,16.633,98.342,,,,,,,
7/4/2015 3:40,1626000,1.434,16.582,98.445,,,,,,,
7/4/2015 4:00,1627200,1.427,16.582,97.959,,,,,,,
7/4/2015 4:20,1628400,1.42,16.582,97.473,,,,,,,
7/4/2015 4:40,1629600,1.38,16.53,94.783,,,,,,,
7/4/2015 5:00,1630800,1.343,16.53,92.234,,,,,,,
7/4/2015 5:20,1632000,1.319,16.53,90.533,,,,,,,
7/4/2015 5:40,1633200,1.282,16.582,88.002,,,,,,,
7/4/2015 6:00,1634400,1.28,16.633,87.899,,,,,,,
7/4/2015 6:20,1635600,1.259,16.633,86.441,,,,,,,
7/4/2015 6:40,1636800,1.251,16.735,85.871,,,,,,,
7/4/2015 7:00,1638000,1.235,16.787,84.796,,,,,,,
7/4/2015 7:20,1639200,1.218,16.838,83.6,,,,,,,
7/4/2015 7:40,1640400,1.195,16.889,82.04,,,,,,,
7/4/2015 8:00,1641600,1.188,16.94,81.573,,,,,,,
7/4/2015 8:20,1642800,1.178,17.043,80.881,,,,,,,
7/4/2015 8:40,1644000,1.157,17.094,79.442,,,,,,,
7/4/2015 9:00,1645200,1.148,17.145,78.854,,,,,,,
7/4/2015 9:20,1646400,1.146,17.298,78.667,,,,,,,
7/4/2015 9:40,1647600,1.18,17.349,80.993,,,,,,,
7/4/2015 10:00,1648800,1.18,17.452,81.031,,,,,,,
7/4/2015 10:20,1650000,1.177,17.554,80.825,,,,,,,
7/4/2015 10:40,1651200,1.178,17.656,80.863,,,,,,,
7/4/2015 11:00,1652400,1.196,17.707,82.097,,,,,,,
7/4/2015 11:20,1653600,1.196,17.809,82.135,,,,,,,
7/4/2015 11:40,1654800,1.188,17.86,81.547,,,,,,,
7/4/2015 12:00,1656000,1.199,17.962,82.314,,,,,,,
7/4/2015 12:20,1657200,1.217,18.013,83.548,,,,,,,
7/4/2015 12:40,1658400,1.213,18.013,83.305,,,,,,,
7/4/2015 13:00,1659600,1.222,18.064,83.932,,,,,,,
7/4/2015 13:20,1660800,1.23,18.115,84.437,,,,,,,
7/4/2015 13:40,1662000,1.24,18.064,85.146,,,,,,,
7/4/2015 14:00,1663200,1.246,18.115,85.53,,,,,,,
7/4/2015 14:20,1664400,1.247,18.115,85.651,,,,,,,
7/4/2015 14:40,1665600,1.249,18.115,85.773,,,,,,,
7/4/2015 15:00,1666800,1.265,18.115,86.866,,,,,,,
7/4/2015 15:20,1668000,1.263,18.115,86.745,,,,,,,
7/4/2015 15:40,1669200,1.278,18.166,87.736,,,,,,,
7/4/2015 16:00,1670400,1.271,18.166,87.25,,,,,,,
7/4/2015 16:20,1671600,1.287,18.166,88.343,,,,,,,
7/4/2015 16:40,1672800,1.28,18.166,87.857,,,,,,,
7/4/2015 17:00,1674000,1.294,18.216,88.848,,,,,,,
7/4/2015 17:20,1675200,1.294,18.166,88.829,,,,,,,
7/4/2015 17:40,1676400,1.297,18.166,89.072,,,,,,,
7/4/2015 18:00,1677600,1.294,18.216,88.848,,,,,,,
7/4/2015 18:20,1678800,1.301,18.216,89.334,,,,,,,
7/4/2015 18:40,1680000,1.303,18.216,89.456,,,,,,,
7/4/2015 19:00,1681200,1.301,18.216,89.334,,,,,,,
7/4/2015 19:20,1682400,1.308,18.216,89.82,,,,,,,
7/4/2015 19:40,1683600,1.324,18.216,90.914,,,,,,,
7/4/2015 20:00,1684800,1.317,18.216,90.428,,,,,,,
7/4/2015 20:20,1686000,1.322,18.216,90.792,,,,,,,
7/4/2015 20:40,1687200,1.331,18.216,91.399,,,,,,,
7/4/2015 21:00,1688400,1.345,18.216,92.371,,,,,,,
7/4/2015 21:20,1689600,1.347,18.216,92.493,,,,,,,
7/4/2015 21:40,1690800,1.352,18.216,92.857,,,,,,,
7/4/2015 22:00,1692000,1.352,18.216,92.857,,,,,,,
7/4/2015 22:20,1693200,1.37,18.216,94.072,,,,,,,
7/4/2015 22:40,1694400,1.375,18.166,94.417,,,,,,,
7/4/2015 23:00,1695600,1.384,18.166,95.024,,,,,,,
7/4/2015 23:20,1696800,1.385,18.115,95.126,,,,,,,
7/4/2015 23:40,1698000,1.398,18.064,95.957,,,,,,,
7/5/2015 0:00,1699200,1.396,18.064,95.836,,,,,,,
7/5/2015 0:20,1700400,1.404,18.013,96.424,,,,,,,
7/5/2015 0:40,1701600,1.411,17.962,96.89,,,,,,,
7/5/2015 1:00,1702800,1.411,17.911,96.871,,,,,,,
7/5/2015 1:20,1704000,1.412,17.86,96.973,,,,,,,
7/5/2015 1:40,1705200,1.415,17.758,97.177,,,,,,,
7/5/2015 2:00,1706400,1.418,17.605,97.363,,,,,,,
7/5/2015 2:20,1707600,1.43,17.503,98.175,,,,,,,
7/5/2015 2:40,1708800,1.42,17.349,97.511,,,,,,,
7/5/2015 3:00,1710000,1.436,17.298,98.585,,,,,,,
7/5/2015 3:20,1711200,1.446,17.247,99.295,,,,,,,
7/5/2015 3:40,1712400,1.437,17.196,98.669,,,,,,,
7/5/2015 4:00,1713600,1.442,17.196,99.033,,,,,,,
7/5/2015 4:20,1714800,1.453,17.196,99.762,,,,,,,
7/5/2015 4:40,1716000,1.451,17.145,99.622,,,,,,,
7/5/2015 5:00,1717200,1.458,17.145,100.107,,,,,,,
7/5/2015 5:20,1718400,1.435,17.145,98.529,,,,,,,
7/5/2015 5:40,1719600,1.391,17.145,95.493,,,,,,,
7/5/2015 6:00,1720800,1.362,17.094,93.531,,,,,,,
7/5/2015 6:20,1722000,1.345,17.145,92.335,,,,,,,
7/5/2015 6:40,1723200,1.331,17.145,91.363,,,,,,,
7/5/2015 7:00,1724400,1.313,17.196,90.168,,,,,,,
7/5/2015 7:20,1725600,1.303,17.196,89.439,,,,,,,
7/5/2015 7:40,1726800,1.291,17.247,88.608,,,,,,,
7/5/2015 8:00,1728000,1.263,17.298,86.683,,,,,,,
7/5/2015 8:20,1729200,1.266,17.298,86.926,,,,,,,
7/5/2015 8:40,1730400,1.242,17.4,85.263,,,,,,,
7/5/2015 9:00,1731600,1.228,17.4,84.292,,,,,,,
7/5/2015 9:20,1732800,1.221,17.452,83.825,,,,,,,
7/5/2015 9:40,1734000,1.209,17.554,83.012,,,,,,,
7/5/2015 10:00,1735200,1.197,17.605,82.181,,,,,,,
7/5/2015 10:20,1736400,1.25,17.656,85.844,,,,,,,
7/5/2015 10:40,1737600,1.237,17.758,84.91,,,,,,,
7/5/2015 11:00,1738800,1.257,17.86,86.284,,,,,,,
7/5/2015 11:20,1740000,1.25,17.962,85.837,,,,,,,
7/5/2015 11:40,1741200,1.254,18.013,86.099,,,,,,,
7/5/2015 12:00,1742400,1.256,18.115,86.259,,,,,,,
7/5/2015 12:20,1743600,1.26,18.166,86.521,,,,,,,
7/5/2015 12:40,1744800,1.277,18.267,87.653,,,,,,,
7/5/2015 13:00,1746000,1.275,18.318,87.551,,,,,,,
7/5/2015 13:20,1747200,1.277,18.369,87.692,,,,,,,
7/5/2015 13:40,1748400,1.276,18.471,87.609,,,,,,,
7/5/2015 14:00,1749600,1.296,18.522,88.965,,,,,,,
7/5/2015 14:20,1750800,1.296,18.573,88.984,,,,,,,
7/5/2015 14:40,1752000,1.298,18.623,89.126,,,,,,,
7/5/2015 15:00,1753200,1.298,18.623,89.126,,,,,,,
7/5/2015 15:20,1754400,1.305,18.674,89.631,,,,,,,
7/5/2015 15:40,1755600,1.318,18.674,90.481,,,,,,,
7/5/2015 16:00,1756800,1.32,18.725,90.623,,,,,,,
7/5/2015 16:20,1758000,1.323,18.674,90.846,,,,,,,
7/5/2015 16:40,1759200,1.322,18.725,90.744,,,,,,,
7/5/2015 17:00,1760400,1.325,18.725,90.987,,,,,,,
7/5/2015 17:20,1761600,1.331,18.776,91.371,,,,,,,
7/5/2015 17:40,1762800,1.336,18.776,91.735,,,,,,,
7/5/2015 18:00,1764000,1.34,18.776,91.978,,,,,,,
7/5/2015 18:20,1765200,1.349,18.827,92.606,,,,,,,
7/5/2015 18:40,1766400,1.345,18.827,92.363,,,,,,,
7/5/2015 19:00,1767600,1.356,18.827,93.092,,,,,,,
7/5/2015 19:20,1768800,1.356,18.827,93.092,,,,,,,
7/5/2015 19:40,1770000,1.361,18.827,93.456,,,,,,,
7/5/2015 20:00,1771200,1.367,18.877,93.84,,,,,,,
7/5/2015 20:20,1772400,1.384,18.877,95.055,,,,,,,
7/5/2015 20:40,1773600,1.378,18.928,94.589,,,,,,,
7/5/2015 21:00,1774800,1.388,18.877,95.298,,,,,,,
7/5/2015 21:20,1776000,1.384,18.877,95.055,,,,,,,
7/5/2015 21:40,1777200,1.395,18.877,95.784,,,,,,,
7/5/2015 22:00,1778400,1.41,18.928,96.775,,,,,,,
7/5/2015 22:20,1779600,1.399,18.877,96.027,,,,,,,
7/5/2015 22:40,1780800,1.415,18.877,97.12,,,,,,,
7/5/2015 23:00,1782000,1.407,18.877,96.634,,,,,,,
7/5/2015 23:20,1783200,1.41,18.928,96.775,,,,,,,
7/5/2015 23:40,1784400,1.434,18.877,98.456,,,,,,,
7/6/2015 0:00,1785600,1.43,18.877,98.213,,,,,,,
7/6/2015 0:20,1786800,1.439,18.877,98.821,,,,,,,
7/6/2015 0:40,1788000,1.45,18.827,99.53,,,,,,,
7/6/2015 1:00,1789200,1.457,18.827,100.016,,,,,,,
7/6/2015 1:20,1790400,1.455,18.776,99.875,,,,,,,
7/6/2015 1:40,1791600,1.463,18.776,100.482,,,,,,,
7/6/2015 2:00,1792800,1.472,18.725,101.07,,,,,,,
7/6/2015 2:20,1794000,1.475,18.623,101.273,,,,,,,
7/6/2015 2:40,1795200,1.48,18.623,101.638,,,,,,,
7/6/2015 3:00,1796400,1.48,18.522,101.598,,,,,,,
7/6/2015 3:20,1797600,1.497,18.522,102.813,,,,,,,
7/6/2015 3:40,1798800,1.486,18.42,102.045,,,,,,,
7/6/2015 4:00,1800000,1.497,18.42,102.774,,,,,,,
7/6/2015 4:20,1801200,1.495,18.369,102.633,,,,,,,
7/6/2015 4:40,1802400,1.494,18.267,102.594,,,,,,,
7/6/2015 5:00,1803600,1.498,18.216,102.817,,,,,,,
7/6/2015 5:20,1804800,1.518,18.166,104.255,,,,,,,
7/6/2015 5:40,1806000,1.52,18.115,104.357,,,,,,,
7/6/2015 6:00,1807200,1.504,18.064,103.245,,,,,,,
7/6/2015 6:20,1808400,1.463,18.013,100.432,,,,,,,
7/6/2015 6:40,1809600,1.433,18.013,98.367,,,,,,,
7/6/2015 7:00,1810800,1.402,17.962,96.283,,,,,,,
7/6/2015 7:20,1812000,1.396,18.013,95.816,,,,,,,
7/6/2015 7:40,1813200,1.376,18.013,94.48,,,,,,,
7/6/2015 8:00,1814400,1.367,18.013,93.873,,,,,,,
7/6/2015 8:20,1815600,1.348,18.013,92.537,,,,,,,
7/6/2015 8:40,1816800,1.339,18.064,91.949,,,,,,,
7/6/2015 9:00,1818000,1.324,18.115,90.875,,,,,,,
7/6/2015 9:20,1819200,1.299,18.115,89.174,,,,,,,
7/6/2015 9:40,1820400,1.296,18.166,88.951,,,,,,,
7/6/2015 10:00,1821600,1.278,18.216,87.755,,,,,,,
7/6/2015 10:20,1822800,1.257,18.318,86.336,,,,,,,
7/6/2015 10:40,1824000,1.274,18.369,87.449,,,,,,,
7/6/2015 11:00,1825200,1.308,18.471,89.796,,,,,,,
7/6/2015 11:20,1826400,1.287,18.573,88.377,,,,,,,
7/6/2015 11:40,1827600,1.295,18.623,88.883,,,,,,,
7/6/2015 12:00,1828800,1.304,18.725,89.529,,,,,,,
7/6/2015 12:20,1830000,1.297,18.776,89.063,,,,,,,
7/6/2015 12:40,1831200,1.301,18.827,89.325,,,,,,,
7/6/2015 13:00,1832400,1.308,18.877,89.831,,,,,,,
7/6/2015 13:20,1833600,1.305,18.928,89.608,,,,,,,
7/6/2015 13:40,1834800,1.33,18.928,91.309,,,,,,,
7/6/2015 14:00,1836000,1.316,18.979,90.357,,,,,,,
7/6/2015 14:20,1837200,1.33,18.979,91.328,,,,,,,
7/6/2015 14:40,1838400,1.335,18.979,91.693,,,,,,,
7/6/2015 15:00,1839600,1.338,19.03,91.834,,,,,,,
7/6/2015 15:20,1840800,1.352,19.03,92.806,,,,,,,
7/6/2015 15:40,1842000,1.353,19.03,92.928,,,,,,,
7/6/2015 16:00,1843200,1.355,19.03,93.049,,,,,,,
7/6/2015 16:20,1844400,1.355,19.03,93.049,,,,,,,
7/6/2015 16:40,1845600,1.359,19.03,93.292,,,,,,,
7/6/2015 17:00,1846800,1.361,19.03,93.414,,,,,,,
7/6/2015 17:20,1848000,1.359,19.03,93.292,,,,,,,
7/6/2015 17:40,1849200,1.362,19.03,93.535,,,,,,,
7/6/2015 18:00,1850400,1.366,19.08,93.798,,,,,,,
7/6/2015 18:20,1851600,1.368,19.08,93.919,,,,,,,
7/6/2015 18:40,1852800,1.368,19.08,93.919,,,,,,,
7/6/2015 19:00,1854000,1.375,19.03,94.385,,,,,,,
7/6/2015 19:20,1855200,1.382,19.03,94.871,,,,,,,
7/6/2015 19:40,1856400,1.38,19.03,94.75,,,,,,,
7/6/2015 20:00,1857600,1.389,19.03,95.357,,,,,,,
7/6/2015 20:20,1858800,1.385,18.979,95.095,,,,,,,
7/6/2015 20:40,1860000,1.399,19.03,96.086,,,,,,,
7/6/2015 21:00,1861200,1.396,19.03,95.843,,,,,,,
7/6/2015 21:20,1862400,1.404,18.979,96.431,,,,,,,
7/6/2015 21:40,1863600,1.401,18.979,96.188,,,,,,,
7/6/2015 22:00,1864800,1.404,18.979,96.431,,,,,,,
7/6/2015 22:20,1866000,1.42,18.979,97.524,,,,,,,
7/6/2015 22:40,1867200,1.417,18.928,97.261,,,,,,,
7/6/2015 23:00,1868400,1.422,18.928,97.626,,,,,,,
7/6/2015 23:20,1869600,1.43,18.877,98.213,,,,,,,
7/6/2015 23:40,1870800,1.423,18.877,97.728,,,,,,,
7/7/2015 0:00,1872000,1.446,18.827,99.287,,,,,,,
7/7/2015 0:20,1873200,1.44,18.776,98.903,,,,,,,
7/7/2015 0:40,1874400,1.433,18.776,98.417,,,,,,,
7/7/2015 1:00,1875600,1.449,18.725,99.49,,,,,,,
7/7/2015 1:20,1876800,1.463,18.674,100.442,,,,,,,
7/7/2015 1:40,1878000,1.45,18.573,99.553,,,,,,,
7/7/2015 2:00,1879200,1.455,18.522,99.898,,,,,,,
7/7/2015 2:20,1880400,1.467,18.42,100.709,,,,,,,
7/7/2015 2:40,1881600,1.473,18.318,101.155,,,,,,,
7/7/2015 3:00,1882800,1.475,18.267,101.257,,,,,,,
7/7/2015 3:20,1884000,1.464,18.166,100.49,,,,,,,
7/7/2015 3:40,1885200,1.477,18.064,101.423,,,,,,,
7/7/2015 4:00,1886400,1.479,18.013,101.525,,,,,,,
7/7/2015 4:20,1887600,1.484,17.962,101.87,,,,,,,
7/7/2015 4:40,1888800,1.483,17.911,101.851,,,,,,,
7/7/2015 5:00,1890000,1.485,17.809,101.934,,,,,,,
7/7/2015 5:20,1891200,1.499,17.758,102.886,,,,,,,
7/7/2015 5:40,1892400,1.498,17.707,102.867,,,,,,,
7/7/2015 6:00,1893600,1.507,17.656,103.455,,,,,,,
7/7/2015 6:20,1894800,1.499,17.605,102.95,,,,,,,
7/7/2015 6:40,1896000,1.506,17.554,103.417,,,,,,,
7/7/2015 7:00,1897200,1.515,17.503,104.005,,,,,,,
7/7/2015 7:20,1898400,1.464,17.503,100.483,,,,,,,
7/7/2015 7:40,1899600,1.428,17.452,98.035,,,,,,,
7/7/2015 8:00,1900800,1.403,17.452,96.335,,,,,,,
7/7/2015 8:20,1902000,1.382,17.503,94.896,,,,,,,
7/7/2015 8:40,1903200,1.37,17.554,94.065,,,,,,,
7/7/2015 9:00,1904400,1.34,17.605,92.019,,,,,,,
7/7/2015 9:20,1905600,1.331,17.605,91.412,,,,,,,
7/7/2015 9:40,1906800,1.303,17.656,89.487,,,,,,,
7/7/2015 10:00,1908000,1.286,17.707,88.292,,,,,,,
7/7/2015 10:20,1909200,1.26,17.758,86.489,,,,,,,
7/7/2015 10:40,1910400,1.26,17.809,86.508,,,,,,,
7/7/2015 11:00,1911600,1.269,17.911,87.154,,,,,,,
7/7/2015 11:20,1912800,1.3,18.013,89.257,,,,,,,
7/7/2015 11:40,1914000,1.3,18.064,89.276,,,,,,,
7/7/2015 12:00,1915200,1.291,18.216,88.606,,,,,,,
7/7/2015 12:20,1916400,1.301,18.267,89.354,,,,,,,
7/7/2015 12:40,1917600,1.306,18.369,89.635,,,,,,,
7/7/2015 13:00,1918800,1.308,18.471,89.796,,,,,,,
7/7/2015 13:20,1920000,1.315,18.573,90.321,,,,,,,
7/7/2015 13:40,1921200,1.309,18.623,89.854,,,,,,,
7/7/2015 14:00,1922400,1.311,18.674,89.996,,,,,,,
7/7/2015 14:20,1923600,1.308,18.725,89.772,,,,,,,
7/7/2015 14:40,1924800,1.331,18.776,91.371,,,,,,,
7/7/2015 15:00,1926000,1.324,18.827,90.905,,,,,,,
7/7/2015 15:20,1927200,1.324,18.827,90.905,,,,,,,
7/7/2015 15:40,1928400,1.324,18.877,90.925,,,,,,,
7/7/2015 16:00,1929600,1.332,18.928,91.43,,,,,,,
7/7/2015 16:20,1930800,1.335,18.928,91.673,,,,,,,
7/7/2015 16:40,1932000,1.342,18.928,92.159,,,,,,,
7/7/2015 17:00,1933200,1.343,18.979,92.179,,,,,,,
7/7/2015 17:20,1934400,1.346,18.979,92.422,,,,,,,
7/7/2015 17:40,1935600,1.355,19.03,93.049,,,,,,,
7/7/2015 18:00,1936800,1.346,19.03,92.442,,,,,,,
7/7/2015 18:20,1938000,1.353,19.03,92.928,,,,,,,
7/7/2015 18:40,1939200,1.359,19.03,93.292,,,,,,,
7/7/2015 19:00,1940400,1.364,19.08,93.676,,,,,,,
7/7/2015 19:20,1941600,1.37,19.08,94.041,,,,,,,
7/7/2015 19:40,1942800,1.375,19.08,94.405,,,,,,,
7/7/2015 20:00,1944000,1.386,19.08,95.134,,,,,,,
7/7/2015 20:20,1945200,1.377,19.08,94.527,,,,,,,
7/7/2015 20:40,1946400,1.381,19.131,94.79,,,,,,,
7/7/2015 21:00,1947600,1.377,19.08,94.527,,,,,,,
7/7/2015 21:20,1948800,1.382,19.131,94.911,,,,,,,
7/7/2015 21:40,1950000,1.4,19.131,96.126,,,,,,,
7/7/2015 22:00,1951200,1.391,19.131,95.518,,,,,,,
7/7/2015 22:20,1952400,1.393,19.131,95.64,,,,,,,
7/7/2015 22:40,1953600,1.391,19.131,95.518,,,,,,,
7/7/2015 23:00,1954800,1.388,19.131,95.275,,,,,,,
7/7/2015 23:20,1956000,1.393,19.08,95.62,,,,,,,
7/7/2015 23:40,1957200,1.386,19.08,95.134,,,,,,,
7/8/2015 0:00,1958400,1.403,19.08,96.349,,,,,,,
7/8/2015 0:20,1959600,1.399,19.03,96.086,,,,,,,
7/8/2015 0:40,1960800,1.401,19.03,96.208,,,,,,,
7/8/2015 1:00,1962000,1.403,19.03,96.329,,,,,,,
7/8/2015 1:20,1963200,1.41,19.03,96.815,,,,,,,
7/8/2015 1:40,1964400,1.396,18.979,95.824,,,,,,,
7/8/2015 2:00,1965600,1.418,18.928,97.383,,,,,,,
7/8/2015 2:20,1966800,1.404,18.928,96.411,,,,,,,
7/8/2015 2:40,1968000,1.411,18.928,96.897,,,,,,,
7/8/2015 3:00,1969200,1.42,18.877,97.485,,,,,,,
7/8/2015 3:20,1970400,1.422,18.877,97.606,,,,,,,
7/8/2015 3:40,1971600,1.416,18.827,97.222,,,,,,,
7/8/2015 4:00,1972800,1.43,18.776,98.174,,,,,,,
7/8/2015 4:20,1974000,1.432,18.827,98.315,,,,,,,
7/8/2015 4:40,1975200,1.43,18.776,98.174,,,,,,,
7/8/2015 5:00,1976400,1.433,18.725,98.397,,,,,,,
7/8/2015 5:20,1977600,1.435,18.674,98.499,,,,,,,
7/8/2015 5:40,1978800,1.447,18.623,99.329,,,,,,,
7/8/2015 6:00,1980000,1.446,18.573,99.31,,,,,,,
7/8/2015 6:20,1981200,1.446,18.471,99.271,,,,,,,
7/8/2015 6:40,1982400,1.449,18.42,99.494,,,,,,,
7/8/2015 7:00,1983600,1.449,18.42,99.494,,,,,,,
7/8/2015 7:20,1984800,1.452,18.369,99.718,,,,,,,
7/8/2015 7:40,1986000,1.463,18.369,100.446,,,,,,,
7/8/2015 8:00,1987200,1.456,18.318,99.941,,,,,,,
7/8/2015 8:20,1988400,1.45,18.318,99.577,,,,,,,
7/8/2015 8:40,1989600,1.422,18.318,97.633,,,,,,,
7/8/2015 9:00,1990800,1.397,18.267,95.913,,,,,,,
7/8/2015 9:20,1992000,1.387,18.318,95.204,,,,,,,
7/8/2015 9:40,1993200,1.344,18.267,92.269,,,,,,,
7/8/2015 10:00,1994400,1.321,18.267,90.69,,,,,,,
7/8/2015 10:20,1995600,1.31,18.267,89.961,,,,,,,
7/8/2015 10:40,1996800,1.293,18.318,88.766,,,,,,,
7/8/2015 11:00,1998000,1.289,18.267,88.503,,,,,,,
7/8/2015 11:20,1999200,1.298,18.318,89.13,,,,,,,
7/8/2015 11:40,2000400,1.321,18.318,90.709,,,,,,,
7/8/2015 12:00,2001600,1.307,18.318,89.738,,,,,,,
7/8/2015 12:20,2002800,1.341,18.42,92.084,,,,,,,
